id,categoryId,topic,headline,body,summary,tags,readTimeSeconds,featured,relatedFactIds,themes,socialHook
cosmic-microwave-background-atoms-five-percent,astronomy,Cosmic Microwave Background,Ordinary Atoms Are Only About 5% of the Universe,"Take everything you've ever seen, touched, or been — every person, every planet, every star in the night sky. Add it all up, and it's still just a rounding error: ordinary atoms make up only about 5% of everything that exists in the universe. The other 95% is stuff scientists still don't fully understand — matter and energy that don't shine, don't reflect light, and barely interact with the world you can see at all. Everything you know is a thin slice of what's actually out there.","Everything you've ever seen, touched, or been is only about 5% of what actually exists in the universe.","astronomy,cosmic-microwave-background,wmap,dark-matter,dark-energy",48,false,"stars-live-trillions-years,supernovae-create-elements,chess-indian-war-game,pi-never-repeats,supernovae-outshine-galaxies","stars-and-cosmos,materials-and-chemistry,energy-and-power,color-and-light",
american-revolution-paul-revere,history,American Revolution,Paul Revere Was Captured Before He Could Finish His Famous Ride,"The most famous ride in American history didn't go as planned. On the night of April 18, 1775, Paul Revere rode out to warn that British troops were on the move — and was captured by a British patrol before he could finish. Other riders, William Dawes and Samuel Prescott, carried the alarm the rest of the way. A whole network of horsemen spread the warning, not one lone hero, while Revere himself was held at gunpoint. A poem written almost a century later made him the solo legend.","The most famous ride in American history ended with the rider in British custody, not victory.","history,american-revolution,paul-revere,communication",40,false,"silk-road-black-death,titanic-lifeboat-capacity-gap,titanic-warning-never-reached-bridge,french-revolution-bastille,industrial-revolution-child-labor",,
industrial-revolution-child-labor,history,Industrial Revolution,"Terrified of Losing Their Jobs, Workers Waged a War on Machines","In early 1800s England, textile workers terrified of losing their jobs to new machines began breaking into factories at night and smashing the machinery to pieces. They rallied under the name of a possibly invented leader, 'Ned Ludd,' and the unrest grew so serious that the army was sent in to stop them. Today, calling someone a 'Luddite' just means they dislike new tech — but the word was born from an actual armed rebellion against the machines replacing them.","Textile workers didn't just protest new machines — they smashed factories at night, and the army was sent in to stop them.","history,industrial-revolution,luddites,labor",37,false,"ancient-china-gunpowder,french-revolution-bastille,ancient-china-terracotta-army,titanic-warning-never-reached-bridge,american-revolution-paul-revere","war-and-conflict,invention-and-breakthrough",
ancient-china-terracotta-army,history,Ancient China,China's First Emperor Was Buried With an Army,"When China's First Emperor, Qin Shi Huang, died, he was buried with one of the wildest creations of the ancient world: an army made of clay. Thousands of life-sized terracotta soldiers, plus horses and chariots, stood in giant underground pits to guard him in the afterlife. Each figure had its own face, hairstyle, and armor. The buried army stayed hidden for over 2,000 years, until farmers stumbled on it in 1974. It's a stunning glimpse of ancient China's power.",Thousands of clay soldiers — each with a unique face.,"history,ancient-china,terracotta-army,qin-shi-huang",39,false,"ancient-china-gunpowder,ancient-china-wu-zetian,french-revolution-bastille,industrial-revolution-child-labor,space-race-armstrong-aldrin","hidden-underground,war-and-conflict,energy-and-power,accidental-discovery",
ancient-china-gunpowder,history,Ancient China,Chinese Alchemists Were Searching for Immortality. They Found Explosives Instead.,"Gunpowder was discovered in China — completely by accident. Around the 9th century, Chinese alchemists were trying to make a potion for eternal life. Instead, they mixed something that exploded when lit. It never made anyone immortal, but it was perfect for fireworks, signal flares, and later, weapons. The Chinese went on to build early bombs and rockets. As the recipe spread west along trade routes, it changed battlefields all over the world.",They were trying to brew a potion for eternal life — what they got could level a wall.,"history,ancient-china,gunpowder,invention",37,false,"ancient-china-terracotta-army,ancient-china-wu-zetian,industrial-revolution-child-labor,dishwasher-chipped-dishes,wheels-pottery-turntable","war-and-conflict,money-trade-and-value,accidental-discovery,invention-and-breakthrough",
ancient-china-wu-zetian,history,Ancient China,A Concubine Became China's Only Female Emperor,"Wu Zetian started as a concubine in the imperial palace, one of thousands with no real power. Through sharp political skill, she climbed to the very top and declared her own dynasty in 690 CE — the only woman ever to rule China as emperor. Once in power, she reformed the government and promoted talented officials no matter their birth. Her rise smashed one of the most rigid barriers in Chinese politics, and she remains one of history's most controversial rulers.",She started as a concubine with no power and ended up ruling an empire alone.,"history,ancient-china,wu-zetian,emperors",38,false,"ancient-china-terracotta-army,ancient-china-gunpowder,french-revolution-bastille,space-race-armstrong-aldrin,american-revolution-paul-revere",energy-and-power,
silk-road-black-death,history,Silk Road,The Black Death Likely Rode the Silk Road Into Europe,"Fleas hiding in trade goods may have been enough to bring down a continent. In the 1300s, the Black Death likely traveled west along the Silk Road, riding the same caravans that carried silk and spices between Asia and Europe. Rats carrying infected fleas moved from town to town as merchants traded, and the disease spread right along with the goods. By the time it reached Europe, it had killed a huge share of the population. The road that built fortunes also helped spread one of history's deadliest plagues.",The trade route that carried silk and spices may also have carried the plague itself.,"history,silk-road,black-death,plague",39,false,"ancient-china-gunpowder,american-revolution-paul-revere,great-fire-london-old-foundations,titanic-lifeboat-capacity-gap,titanic-warning-never-reached-bridge","money-trade-and-value,medicine-and-cures,food-and-cuisine",
french-revolution-bastille,history,French Revolution,The Bastille Fell to Free Almost No One Inside,"On July 14, 1789, an angry crowd in Paris stormed a fortress and prison called the Bastille. It held only a handful of prisoners, but it stood for the king's harsh power to jail people without trial. Seizing it became a bold act of defiance against the whole old order. The news electrified France and is often called the true start of the Revolution. Today, the storming of the Bastille is still a national holiday.",The prison stormed to spark a revolution held only a handful of prisoners — the assault was never really about them.,"history,french-revolution,bastille,france",39,false,"ancient-china-wu-zetian,ancient-china-terracotta-army,calendars-reform,industrial-revolution-child-labor,ancient-china-gunpowder","energy-and-power,collective-behavior,war-and-conflict",
space-race-sputnik,history,Space Race,America's First Satellite Blew Up on Live TV,"After the Soviets stunned the world with Sputnik in 1957, the U.S. rushed to answer with a satellite of its own. Cameras rolled as the Vanguard rocket lifted a few feet off the pad — then erupted in a fireball. The tiny satellite tumbled away, beeping uselessly. Newspapers mocked it as 'Kaputnik' and 'Flopnik.' America's first reach for space was a very public disaster.",Cameras rolled as the U.S. answer to Sputnik rose four feet and burst into flames.,"history,space-race,sputnik,nasa",38,false,"space-race-armstrong-aldrin,titanic-four-compartments,titanic-warning-never-reached-bridge,vacuum-of-space-leblanc-saliva-boiled,apollo13-mattingly-measles-swap,asteroids-dart-changed-orbit",disaster-and-catastrophe,
space-race-armstrong-aldrin,history,Space Race,One Apollo 11 Astronaut Never Walked on the Moon,"While Neil Armstrong and Buzz Aldrin explored the lunar surface, a third astronaut stayed behind. Michael Collins orbited the Moon alone in the command module, circling overhead and waiting. Each time he passed behind the far side, he lost all radio contact with Earth, cut off from every other living human. Some called him the loneliest person in history. He never set foot on the Moon.","While two men walked the Moon, the third orbited alone — cut off from every other human alive.","history,space-race,apollo-11,exploration",39,false,"space-race-sputnik,titanic-warning-never-reached-bridge,ancient-china-wu-zetian,solar-system-only-24-moonwalkers,oceans-cover-most-earth","gravity-and-orbits,stars-and-cosmos,lost-and-rediscovered",
titanic-four-compartments,history,Titanic,The Titanic Was Built to Survive One Less Flooded Compartment Than It Got,"The Titanic was designed with 16 watertight compartments that could seal off if the hull was breached, and its builders claimed it could stay afloat even with four of them flooded. The iceberg tore through the hull and damaged at least five. As water filled those five compartments, the bow sank lower, letting water spill over into the next ones in a chain reaction. The margin between disaster and survival came down to a single compartment.",The ship was built to survive flooding — the iceberg beat that margin by exactly one compartment.,"history,titanic,ships,engineering,disaster",48,false,"titanic-lifeboat-capacity-gap,titanic-warning-never-reached-bridge,space-race-sputnik,pompeii-earthquake-before-eruption,great-molasses-flood-tank","disaster-and-catastrophe,materials-and-chemistry",
titanic-warning-never-reached-bridge,history,Titanic,A Key Ice Warning Never Reached the Bridge,"On the night Titanic struck the iceberg, it had already received warnings about ice. The Mesaba sent a warning of an ice field at about 9:40 PM. That message was never passed along to Titanic's bridge. Later, around 11:40 PM, lookouts spotted an iceberg — but the ship was already too close to avoid the collision.","One ice warning came in hours before the crash, but it never reached the people steering the ship.","history,titanic,iceberg,wireless,maritime-disasters",45,false,"titanic-four-compartments,titanic-lifeboat-capacity-gap,space-race-sputnik,american-revolution-paul-revere,industrial-revolution-child-labor","disaster-and-catastrophe,architecture-and-structures",
titanic-lifeboat-capacity-gap,history,Titanic,Titanic's First Lifeboat Left With 27 People in a Boat Built for 65,"Titanic actually carried more lifeboats than British rules required — its 20 boats had room for 1,178 people, far short of the number aboard. But the shortage wasn't the only problem. In the panic, boats were launched half-empty. The very first one to leave the ship carried about 27 people in a boat built for 65. Seats that existed, and were lowered into the water empty.",The shortage of seats was bad. What happened to the seats they had was worse.,"history,titanic,disaster,shipwreck",48,false,"titanic-four-compartments,titanic-warning-never-reached-bridge,space-race-sputnik,pompeii-earthquake-before-eruption,antikythera-ancient-computer,great-molasses-flood-tank","world-first,disaster-and-catastrophe,numbers-and-mathematics",
